id	filename	md5	size	state
3bde68d8-b1b8-4180-9f2a-5d9c5ca2292c	9b0ffab0-a009-4bb0-8642-0fd8fc0f80ed.methylation_array.sesame.level3betas.txt	ff6d8d088ac4b6237fd54896494e452c	22978207	released
0fd952db-5889-4b12-b74d-939f9c8ca6e6	582a02cb-97b9-4b96-b3c2-c86e89e075c4.methylation_array.sesame.level3betas.txt	d10d7f3d785bb0e7f3861f44ead9271d	22119847	released
1453ede3-e168-4534-98b9-e3f9e945da68	4462155a-e4ee-4c44-b593-bafb587d2812.methylation_array.sesame.level3betas.txt	c8036f78eda3288f575e76da8cf3de9f	21529098	released
cd3ccf39-fae7-4997-9381-0543d80d1d0f	129e93c5-74ff-4520-bed7-0638d4902ab1.methylation_array.sesame.level3betas.txt	9a6a54bec22b9c2128f51f9186dbc125	23020792	released
0db63e24-cd7d-41de-b60c-9fb852e85c0c	58daadfc-9c74-4687-adfc-1b09cfdb12b1.methylation_array.sesame.level3betas.txt	06867942bccfd6fdc05947f1c12e14d0	22939805	released
fd806f11-1bda-49c2-b876-ea3d4fd13ee5	4ed6e21b-e558-481d-9d81-e85460cfbb95.methylation_array.sesame.level3betas.txt	57e7fa986ba46cb9cff4ba0c9288213d	23217304	released
cc5731d0-b4f9-4d7a-ace2-c26daceadffd	52a2a081-c2fc-4bff-b785-9b4c1e6a399a.methylation_array.sesame.level3betas.txt	a776d2e6dcc0548a938c49dff0c311c6	23004425	released
4e0aa842-bdd2-43bf-994e-a0ec6d2aa061	5b520183-7246-476c-a39f-f787d7c5103f.methylation_array.sesame.level3betas.txt	59e63b6ea0b763103c6ad2f087833d15	21606861	released
169a3b2a-56b8-4b3d-b531-b0c58868c096	fdecd577-717c-4c4a-81d3-a49031b75775.methylation_array.sesame.level3betas.txt	c31a631384423d9cfc14b01c82b27567	23136085	released
822b2c9f-091a-41a6-a399-d233c992eade	ada5ec25-86b5-4326-8480-c511b844cedf.methylation_array.sesame.level3betas.txt	d79b39da6a37cb82cf35390626dc31dc	23001524	released
09a87d24-dc1a-4749-b5b6-0b07c229fac4	0a220ca7-ce2b-41a2-a890-9bd68c13be82.methylation_array.sesame.level3betas.txt	2f95eed9665be08e1bf78bad185d97e1	22331438	released
aa1e2ccb-2317-416b-bbf7-7f2e930a182f	86ca8f0b-37b0-4a76-99a5-76256aeac056.methylation_array.sesame.level3betas.txt	886dd5410a92b2a6ddf5e89fbea64d7d	23304570	released
0f340a97-a371-438a-ac2d-85de1a76ef44	d35fcf21-fd6c-4eb0-a8d2-03c6d6bd512b.methylation_array.sesame.level3betas.txt	55a61e70622442198dd955f7c0de4640	22830111	released
52fa85e9-3f6c-48ff-a46b-a47c5ceacbf2	a15033c1-1bfe-456a-8f8c-ab1b7744a899.methylation_array.sesame.level3betas.txt	810bef43e6adfab0c304705b281c71b3	22979956	released
4d423945-40d8-4ce3-852f-c292b18fb393	0e5ab8ab-7f6a-4dc6-861c-7908f45b02d2.methylation_array.sesame.level3betas.txt	a39b3c2b7b89d0b5c13760bbc4180e00	22870446	released
8c16b18b-3d0d-4234-a07f-f3f7df45b0d3	f24cc331-bacf-4d96-8b23-7432e02e679f.methylation_array.sesame.level3betas.txt	d9712ccbe5fd041d89a5623ed6d3f60f	22575136	released
50720e40-f94a-452a-a63f-e67d579723eb	e5dbf4f1-72f6-43c7-8ab7-c37ee011ec60.methylation_array.sesame.level3betas.txt	84e47d237bd83cbddb562433aafe1a73	22917460	released
a98caa33-45fb-4402-ad58-aaa417b02093	09c1211a-0688-4b71-acc4-1c7e171170b1.methylation_array.sesame.level3betas.txt	8df1ba2604e7059fb342bf191de932a5	23165789	released
f80586a3-8099-4f0b-a2c3-4a8db120bfdc	8f6ee4a0-5e27-4f4a-bc2b-04befc28007f.methylation_array.sesame.level3betas.txt	30a7a38517c2e75cac124b9e23a3769a	23289578	released
5bb50326-7c26-4bdd-8cf4-7ff4efee75ed	387410ce-9916-4f53-a0dd-697b8bcc2de5.methylation_array.sesame.level3betas.txt	698bc9c7aea553d1217a29ac4e4bd973	21114743	released
f4612770-235e-432b-8326-b13b6557b18a	12925202-f061-4191-b9a3-a10cccd8c46a.methylation_array.sesame.level3betas.txt	713b09e272fa29b2cc460b1651677fce	22401837	released
